id,id_str,Name,Username,Followers_count,Listed_count,Friends_count,Favorites_count,Created_at,Verified,Default_profile,Default_profile_image,Location,Statuses_count,Description,URL,Geo_enabled
1071999476712267777,1071999476712267777,ONLINE PASTOR ❼,pastor_ahlex,24394,4,13401,14216,2018-12-10 05:26:06,False,True,False,Port harcourt / Uyo Nigeria ,27737,|20+| MAY 5🎊 |No. 1 Fan of @temsbaby |Uniport 📚| iHYPE-iPROMOTE | Brand Influencer|Ambassador @pamdrive🚗 @petrezguards 👮 Chelsea 💙,,True
